Comparison,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
LC_vs_FC,GO:0019724,B cell mediated immunity,49,-0.551828906361739,-1.6814651008903072,3.077791033748612e-4,0.015356835950652565,0.015356835950652563,991,"tags=43%, list=21%, signal=34%",IGLL1/EXOSC6/MSH2/C1QBP/C1RL/CD74/HSPD1/PCYT1A/C8G/C3/C6/NBN/C2/C8A/HLA-G/C4A/C4B/C1S/C1R/CFI/C8B,0.49849310876659025
LC_vs_FC,GO:0050657,nucleic acid transport,96,-0.5170591844488543,-1.6784016472499663,1.125825763403508e-5,0.0014222932144330985,0.0014222932144330985,1540,"tags=58%, list=32%, signal=40%",SARNP/BICD2/THOC7/AGFG1/THOC6/NUP98/RANBP2/KHDRBS1/ERH/PNPT1/EIF4E/NUP93/SRSF3/SRSF7/G3BP2/PHAX/CKAP5/NUP160/DDX19A/NUP54/DDX39A/DDX39B/SRSF1/AHCTF1/LRPPRC/NOL6/NUP133/NXF1/NUP35/XPO1/MAGOHB/HNRNPA2B1/MX2/DHX9/SSB/KPNB1/NUP155/KHSRP/MVP/TPR/NUP88/NSUN2/ALYREF/NUP153/CPSF6/CHTOP/WNK1/YBX1/RBM8A/POLDIP3/HNRNPA1/FXR1/FXR2/EIF4A3/NUP214/FMR1,0.5933254763964051
LC_vs_FC,GO:0050658,RNA transport,96,-0.5170591844488543,-1.6784016472499663,1.125825763403508e-5,0.0014222932144330985,0.0014222932144330985,1540,"tags=58%, list=32%, signal=40%",SARNP/BICD2/THOC7/AGFG1/THOC6/NUP98/RANBP2/KHDRBS1/ERH/PNPT1/EIF4E/NUP93/SRSF3/SRSF7/G3BP2/PHAX/CKAP5/NUP160/DDX19A/NUP54/DDX39A/DDX39B/SRSF1/AHCTF1/LRPPRC/NOL6/NUP133/NXF1/NUP35/XPO1/MAGOHB/HNRNPA2B1/MX2/DHX9/SSB/KPNB1/NUP155/KHSRP/MVP/TPR/NUP88/NSUN2/ALYREF/NUP153/CPSF6/CHTOP/WNK1/YBX1/RBM8A/POLDIP3/HNRNPA1/FXR1/FXR2/EIF4A3/NUP214/FMR1,0.5933254763964051
LC_vs_FC,GO:0070252,actin-mediated cell contraction,38,-0.5725604564960353,-1.6753197363511405,0.001115400603213158,0.026983201826667247,0.026983201826667243,922,"tags=42%, list=19%, signal=34%",DSG2/CAMK2D/TPM1/ACTA2/FLNA/ATP1A2/SHTN1/BIN1/NEDD4L/JUP/DSP/MYL6B/MYL6/CACNA2D1/PARVA/ATP1A1,0.45505986738722953
LC_vs_FC,GO:0006275,regulation of DNA replication,42,-0.5540464831709425,-1.6652774201186167,7.209634938178535e-4,0.02223826335535818,0.02223826335535818,825,"tags=43%, list=17%, signal=36%",NUCKS1/ACTL6A/FAF1/DHX9/SMARCA5/CUL4A/NBN/EGFR/CUL4B/UCHL5/MCM5/PCNA/CDK2/CDK1/MCM3/MCM4/MCM6/MCM2,0.47727081536286214
LC_vs_FC,GO:0002526,acute inflammatory response,37,-0.5729673011954283,-1.657606456798056,8.446404612640006e-4,0.02265301450046404,0.02265301450046404,807,"tags=43%, list=17%, signal=36%",LBP/APCS/ASS1/PARK7/SERPINA1/AHSG/SERPINF2/F2/F12/STAT3/SERPINA3/KLKB1/ITIH4/APOL2/PTGES/SAA4,0.47727081536286214
LC_vs_FC,GO:0016064,immunoglobulin mediated immune response,47,-0.5487593852036791,-1.6492802456349085,9.019909827481484e-4,0.022854619327012417,0.02285461932701242,991,"tags=43%, list=21%, signal=34%",IGLL1/EXOSC6/MSH2/C1QBP/C1RL/CD74/HSPD1/PCYT1A/C8G/C3/C6/NBN/C2/C8A/C4A/C4B/C1S/C1R/CFI/C8B,0.47727081536286214
LC_vs_FC,GO:0051028,mRNA transport,80,-0.5160348202394379,-1.6453993692617739,7.591278894316611e-5,0.00719273675236499,0.007192736752364989,1540,"tags=59%, list=32%, signal=41%",SARNP/BICD2/THOC7/AGFG1/THOC6/NUP98/RANBP2/ERH/EIF4E/NUP93/SRSF3/SRSF7/G3BP2/NUP160/DDX19A/NUP54/DDX39A/DDX39B/SRSF1/AHCTF1/LRPPRC/NUP133/NXF1/NUP35/XPO1/MAGOHB/HNRNPA2B1/MX2/DHX9/NUP155/KHSRP/MVP/TPR/NUP88/NSUN2/ALYREF/NUP153/CHTOP/WNK1/RBM8A/POLDIP3/HNRNPA1/FXR1/FXR2/EIF4A3/NUP214/FMR1,0.5384340963099162
LC_vs_FC,GO:0031109,microtubule polymerization or depolymerization,48,-0.5380171030385316,-1.6389513672992102,0.0014693902711617331,0.03037630433292528,0.030376304332925284,1515,"tags=65%, list=32%, signal=45%",MECP2/ACTB/GIT1/DRG1/FKBP4/KIF2A/CKAP5/TUBG1/MAPRE2/PAK1/TUBB4A/STMN1/TPPP3/CLASP2/ARHGEF2/DCTN1/TBCD/GOLGA2/CLIP1/TUBA1A/ARHGEF7/HSPA1A/HSPA1B/ARL2/MAPRE1/CRYAB/MAP1B/CDH5/TUBB1/NUMA1/MAP4,0.45505986738722953
LC_vs_FC,GO:0030216,keratinocyte differentiation,66,-0.5218553631703954,-1.6380158086349081,3.214987965490019e-4,0.015356835950652565,0.015356835950652563,1060,"tags=45%, list=22%, signal=36%",KRT77/PRKCH/PPL/ROCK1/KRT78/KRT4/EVPL/KRT79/KRT3/KRT7/PKP1/KRT75/KRT6B/ST14/ROCK2/SRSF6/KRT14/DSP/KRT6C/KRT5/KRT6A/PLEC/AKR1C3/PPP3CA/KRT71/KRT74/KRT72/KRT73/KRT16/NUMA1,0.49849310876659025
LC_vs_FC,GO:1903312,negative regulation of mRNA metabolic process,59,-0.5165444308067358,-1.632834252788716,0.0010897592100358438,0.02693600482197292,0.02693600482197292,2071,"tags=76%, list=43%, signal=44%",SNRPE/PNN/SYNCRIP/LARP4B/THRAP3/BCLAF1/HNRNPU/PTBP1/MAPK14/U2AF2/TARDBP/MAPKAPK2/ZC3H14/PRPF8/SNRPD2/SRSF7/ELAVL1/SRSF1/MYD88/LRPPRC/HNRNPC/PKP3/SNRPF/SAP18/TAF15/FUS/C1QBP/SRSF4/SLIRP/EFTUD2/ACIN1/SNRNP200/CSDE1/DHX9/SRSF10/PKP1/SRSF9/SRSF6/HNRNPA0/CIRBP/YBX1/YBX3/FXR1/SNW1/RBMX,0.45505986738722953
LC_vs_FC,GO:0006913,nucleocytoplasmic transport,153,-0.4907834795211474,-1.631851258513894,1.5275340553348151e-6,2.8946770348594746e-4,2.8946770348594746e-4,1702,"tags=61%, list=36%, signal=40%",STK4/UPF1/NUP205/APPL1/RAE1/TARDBP/SMAD3/TGFB1/SFN/SARNP/APPL2/THOC7/AGFG1/THOC6/PRKCD/NUP98/PRP4K/RANBP2/KHDRBS1/PHB2/ERH/EIF4E/XPO7/NUP93/SRSF3/XPO4/PHAX/NUP160/ELAVL1/EIF6/DDX19A/TRIM28/NUP54/DDX39A/DDX39B/AHCTF1/NOL6/NUP133/NXF1/YWHAB/NEMF/IPO4/RANGAP1/NUP35/XPO1/KPNA3/MAGOHB/HNRNPA2B1/CSE1L/MX2/DHX9/IPO7/SSB/AKT1/RPS15/TNPO2/TNPO1/RBM4/KPNB1/FLNA/ADAR/KPNA4/NUP155/APOD/NMD3/PARK7/NPM1/TPR/NUP88/NSUN2/NEDD4/EMD/ALYREF/NUP153/CPSF6/JUP/CHTOP/WNK1/PIK3R1/RBM8A/POLDIP3/ANP32B/HNRNPA1/HSP90AA1/CDK1/STAT3/EIF4A3/NUP214/FMR1/RBM10/SP100/IPO5/KPNA1,0.6435518361507222
LC_vs_FC,GO:0051169,nuclear transport,153,-0.4907834795211474,-1.631851258513894,1.5275340553348151e-6,2.8946770348594746e-4,2.8946770348594746e-4,1702,"tags=61%, list=36%, signal=40%",STK4/UPF1/NUP205/APPL1/RAE1/TARDBP/SMAD3/TGFB1/SFN/SARNP/APPL2/THOC7/AGFG1/THOC6/PRKCD/NUP98/PRP4K/RANBP2/KHDRBS1/PHB2/ERH/EIF4E/XPO7/NUP93/SRSF3/XPO4/PHAX/NUP160/ELAVL1/EIF6/DDX19A/TRIM28/NUP54/DDX39A/DDX39B/AHCTF1/NOL6/NUP133/NXF1/YWHAB/NEMF/IPO4/RANGAP1/NUP35/XPO1/KPNA3/MAGOHB/HNRNPA2B1/CSE1L/MX2/DHX9/IPO7/SSB/AKT1/RPS15/TNPO2/TNPO1/RBM4/KPNB1/FLNA/ADAR/KPNA4/NUP155/APOD/NMD3/PARK7/NPM1/TPR/NUP88/NSUN2/NEDD4/EMD/ALYREF/NUP153/CPSF6/JUP/CHTOP/WNK1/PIK3R1/RBM8A/POLDIP3/ANP32B/HNRNPA1/HSP90AA1/CDK1/STAT3/EIF4A3/NUP214/FMR1/RBM10/SP100/IPO5/KPNA1,0.6435518361507222
LC_vs_FC,GO:0009913,epidermal cell differentiation,78,-0.5099405169962874,-1.6284854230512957,3.4832276423242477e-4,0.015356835950652565,0.015356835950652563,1060,"tags=44%, list=22%, signal=34%",KRT77/PRKCH/CTNNB1/PPL/ROCK1/HDAC1/KRT78/KRT4/EVPL/KRT79/KRT3/KRT7/PKP1/KRT75/KRT6B/ST14/ROCK2/SRSF6/KRT14/HDAC2/DSP/KRT6C/KRT5/KRT6A/PLEC/AKR1C3/PPP3CA/KRT71/KRT74/KRT72/KRT73/ESRP1/KRT16/NUMA1,0.49849310876659025
LC_vs_FC,GO:0043271,negative regulation of monoatomic ion transport,35,-0.5600170827675228,-1.6244106973646468,0.0021554186685956793,0.03501015751704697,0.03501015751704697,680,"tags=43%, list=14%, signal=37%",PPP3CC/ACTN2/ATP1A2/BIN1/SLC30A1/NEDD4L/NEDD4/WNK1/OXSR1/PPP3CA/PPP3CB/FMR1/STK39/LILRB1/LILRB2,0.4317076958033464
LC_vs_FC,GO:0001508,action potential,32,-0.5714052246405277,-1.6166313738300164,0.00212929520268545,0.03501015751704697,0.03501015751704697,922,"tags=47%, list=19%, signal=38%",DSG2/GBA1/CAMK2D/FLNA/YWHAH/ATP1A2/MYH14/ATP1B1/BIN1/NEDD4L/JUP/DSP/CACNA2D1/ATP1A1/FMR1,0.4317076958033464
LC_vs_FC,GO:0002444,myeloid leukocyte mediated immunity,54,0.3551348928135598,1.6161205728676067,0.0011810695604946848,0.02740563449556034,0.027405634495560337,481,"tags=28%, list=10%, signal=25%",JAGN1/ITGAM/FGR/MPO/CD84/ITGB2/FCGR2B/ANXA3/RAC2/PCYOX1L/VAMP2/FCGR3A/AZU1/ELANE/PTGDS,0.45505986738722953
LC_vs_FC,GO:0032271,regulation of protein polymerization,92,-0.4964357721648458,-1.612572905292928,2.7120631423585665e-4,0.015356835950652565,0.015356835950652563,1518,"tags=52%, list=32%, signal=36%",NCKAP1L/MECP2/FLII/PRKCD/TRIOBP/CYRIA/RDX/GIT1/DRG1/FKBP4/ADD2/CKAP5/MYADM/CAPZB/PAK1/TUBB4A/CAPZA1/SVIL/TWF2/TPPP3/SPTB/SPTBN2/CLASP2/DCTN1/TBCD/NCKAP1/CYFIP2/CLIP1/ESAM/TMOD3/ARHGEF7/HIP1R/HSPA1A/HSPA1B/ARL2/BIN1/MAPRE1/MAP1B/CDH5/CTTN/HSP90AA1/SPTAN1/KANK2/ADD3/ADD1/SPTBN1/NUMA1/ARPC5L,0.49849310876659025
LC_vs_FC,GO:0001578,microtubule bundle formation,13,-0.6615988209829536,-1.609854573590539,0.01005463314952626,0.10207248116974425,0.10207248116974425,1082,"tags=69%, list=23%, signal=54%",ODAD4/TPPP3/DNAH1/CLIP1/MAPRE1/MAP1B/DNAAF1/MTCL1/NUMA1,0.3807304007227924
LC_vs_FC,GO:0090068,positive regulation of cell cycle process,64,-0.5115631707582182,-1.6096036370470472,9.045363849741063e-4,0.022854619327012417,0.02285461932701242,1407,"tags=48%, list=29%, signal=35%",DYNLT1/SMC2/RDX/CUL3/PDGFRB/RB1/PKP3/DYNLT3/SMC4/SVIL/NSFL1C/PAF1/DYNC1I2/DYNC1H1/AKT1/MAD1L1/DYNC1LI1/DDX3X/ROCK2/NPM1/TPR/EIF4G1/MAD2L1/EGFR/EXOC7/RCC2/WNK1/RCC1/CDK1/NUMA1/RRM1,0.47727081536286214
LC_vs_FC,GO:0008380,RNA splicing,249,-0.46740054535222797,-1.5987734855228388,1.4075524984776528e-7,4.000967976922728e-5,4.000967976922728e-5,1584,"tags=55%, list=33%, signal=39%",HNRNPR/SNRPA1/ZC3H14/PSME3IP1/PPIH/RPS26/SMU1/RBM7/SNU13/XAB2/PLRG1/HNRNPUL1/RBM3/THOC7/LGALS3/LUC7L/LARP7/THOC6/NUP98/PRP4K/USP39/PRPF8/KHDRBS1/RBM12/SF3B2/DHX16/HNRNPUL2/SNRPD2/DAZAP1/WDR77/PRMT1/LUC7L2/SRSF3/SRSF7/PRPF3/DHX38/MTREX/NCL/PRPF38A/DDX39A/DDX39B/SRSF1/SF3A1/HNRNPC/DDX46/SART3/SAP30BP/AHNAK/CWF19L1/POLR2A/PRPF40A/PRPF31/DHX15/U2AF1/SNRPF/SAP18/ILF3/LSM2/CDC5L/CDK11B/FUS/C1QBP/PRMT5/RBM39/SRSF4/SART1/EFTUD2/ACIN1/MAGOHB/SNRNP200/SF3B6/AHNAK2/HNRNPA2B1/DHX9/SF3B1/SRSF10/RBM25/TIA1/TIAL1/SF1/STRAP/DDX42/PPIL1/RBM4/RALY/TRA2A/TRA2B/RBM14/LUC7L3/SRSF9/CCAR2/PRPF4/DDX23/KHSRP/HNRNPK/HSPA1A/HSPA8/SNRNP40/DDX17/DDX5/SRSF6/HNRNPM/NONO/SFPQ/PQBP1/CIRBP/ALYREF/RBM15/SRSF5/PIK3R1/ZNF830/HTATSF1/CRNKL1/YBX1/RBM8A/HNRNPF/HNRNPH1/HNRNPH2/HNRNPA3/HNRNPA1/AQR/PUF60/ESRP1/ESRP2/HNRNPL/HNRNPH3/SNW1/SRRM2/EIF4A3/SF3A3/SRPK2/FMR1/RBM10/RBMX/RBMXL1/ISY1,0.6901324587967956
LC_vs_FC,GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,26,-0.5712659169182024,-1.586921986892834,0.008228385215842888,0.08662661102234596,0.08662661102234595,1348,"tags=58%, list=28%, signal=42%",RBBP7/FBN2/STUB1/SNX6/USP15/ENG/HDAC1/FBN1/CD109/STRAP/SIN3A/RBBP4/HSPA1A/HDAC2/PPM1A,0.3807304007227924
LC_vs_FC,GO:0050821,protein stabilization,113,-0.48760788465424776,-1.5848613580225928,9.005843220847681e-5,0.007876649032387549,0.007876649032387549,1393,"tags=50%, list=29%, signal=36%",HCFC1/BAG2/TCP1/PHB2/POLR2E/STUB1/RUVBL2/USP9X/CLU/USP7/BAG5/FLOT2/CSNK2A1/PFDN2/CCT8/TBL1X/PRKRA/BAG1/GAPDH/SEC16A/CCT4/ATM/RASSF2/RTN4/DSG1/CD74/HSPD1/CCT2/TUBA1A/PYHIN1/FLNA/PHB1/CFP/CTNND1/PARK7/ATP1B1/HIP1R/HSPA1A/HSPA1B/HIP1/CRYAB/NAA15/PIK3R1/DSP/BAG6/PARVA/HSP90AA1/HSP90AB1/VBP1/PLPP3/CCT5/AFM/PDCL3/CCT6A/CPN2/APOA1,0.5384340963099162
LC_vs_FC,GO:0045786,negative regulation of cell cycle,99,-0.49205486989967195,-1.5838460960291953,1.8999038967801562e-4,0.013288993438435846,0.013288993438435847,1009,"tags=40%, list=21%, signal=33%",DYNLT3/RFC2/CTNNB1/PARP9/CDC5L/DYNC1I2/BRCC3/ATM/IPO7/DYNC1H1/SMARCA5/SKP1/RBM14/CCAR2/MAD1L1/NAA10/RPA2/DYNC1LI1/NBN/NPM1/TPR/RFC3/NHERF1/MAD2L1/BUB3/NSUN2/YTHDC2/DSP/HLA-G/ZNF830/INTS3/TIPRL/CDK2/CDK1/RHOB/KANK2/FHL1/LILRB1/IPO5/STK38,0.5188480777437918
LC_vs_FC,GO:0045446,endothelial cell differentiation,29,-0.5642288681519376,-1.5812586237959996,0.0049046691830380166,0.06061531370776331,0.06061531370776331,1379,"tags=59%, list=29%, signal=42%",MSN/RDX/VCL/AFDN/COL18A1/MYADM/EZR/FSTL1/DSG2/ROCK1/GSTM3/FBN1/TJP1/ROCK2/CDH5/DSP/ADD1,0.40701791892395395
LC_vs_FC,GO:0000075,cell cycle checkpoint signaling,59,-0.4995669452004779,-1.5791671946020074,0.0028294955270237966,0.04468245019758412,0.04468245019758412,1074,"tags=44%, list=22%, signal=35%",DTX3L/DYNLT3/RFC2/PARP9/CDC5L/DYNC1I2/BRCC3/ATM/DYNC1H1/SKP1/CCAR2/MAD1L1/RPA2/DYNC1LI1/NBN/TPR/RFC3/MAD2L1/BUB3/NSUN2/ZNF830/INTS3/TIPRL/CDK2/CDK1/STK38,0.4317076958033464
LC_vs_FC,GO:0006997,nucleus organization,64,-0.5008295705881496,-1.5758309910476407,0.001601031780898849,0.031635689266302204,0.031635689266302204,1782,"tags=64%, list=37%, signal=41%",VPS4A/TOR1A/NUP205/TARDBP/PML/CHMP5/AGFG1/PRKCA/PRKCB/NUP98/NUP93/SERBP1/PITPNB/NUP54/TOR1AIP1/SUN1/AHCTF1/NUP133/NUP35/NSFL1C/DCTN1/SYNE1/VRK1/RTN4/SMARCA5/LMNB1/LMNB2/NUP155/AGFG2/TPR/SUN2/BIN1/EMD/NUP153/PLEC/DES/RCC1/CDK1/FXR1/SRPK2/NUMA1,0.45505986738722953
LC_vs_FC,GO:0043583,ear development,15,-0.6300065651771946,-1.5745729050881685,0.015307663791197381,0.1261218386274741,0.12612183862747406,459,"tags=33%, list=10%, signal=30%",ATG4B/TTC39C/COL2A1/ESRP1/MCM2,0.3807304007227924
LC_vs_FC,GO:0048839,inner ear development,15,-0.6300065651771946,-1.5745729050881685,0.015307663791197381,0.1261218386274741,0.12612183862747406,459,"tags=33%, list=10%, signal=30%",ATG4B/TTC39C/COL2A1/ESRP1/MCM2,0.3807304007227924
LC_vs_FC,GO:0031333,negative regulation of protein-containing complex assembly,71,-0.4970854351657019,-1.5739086431680265,0.0015218984723646438,0.030899974340689283,0.030899974340689283,1503,"tags=54%, list=31%, signal=37%",CSNK1A1/SRC/FLII/PRKCD/TRIOBP/RDX/FKBP4/ADD2/CLU/MYADM/CAPZB/HMGB1/TUBB4A/CAPZA1/SVIL/TWF2/EPRS1/SPTB/SPTBN2/GAPDH/TBCD/TMOD3/IFI16/ARHGEF7/STXBP1/PARK7/DDX3X/HIP1R/HSPA5/HSPA8/MAPRE1/CRYAB/CDH5/SPTAN1/KANK2/ADD3/ADD1/SPTBN1,0.45505986738722953
LC_vs_FC,GO:0006302,double-strand break repair,92,-0.4828821740321649,-1.5685467364641184,7.830367791992805e-4,0.02265301450046404,0.02265301450046404,1879,"tags=66%, list=39%, signal=41%",BCL7C/ACTR2/LMNA/RAD21/XRCC6/FH/ARID1A/PRPF19/MRE11/HMGB2/PML/VCP/PRKDC/CHD4/ACTB/XRCC5/MCM7/TOP2B/RUVBL2/DPF2/PRMT1/XRCC1/CSNK2A1/HMGB1/DTX3L/PPP4C/RECQL/PDS5B/PPP5C/UBE2V2/PARP9/PNKP/FUS/C1QBP/NUCKS1/ACTL6A/BRCC3/PAXX/RPA1/WDR48/ATM/SAMHD1/HDGFL2/RPA2/NBN/TNKS1BP1/HPF1/SMARCC1/SFPQ/MCM5/PPP4R3A/PSMD14/HTATSF1/SMARCC2/SMARCE1/INTS3/MCM3/MCM4/SMARCD2/MCM6/MCM2,0.47727081536286214
LC_vs_FC,GO:0043484,regulation of RNA splicing,106,-0.48193996879706014,-1.5668274115826712,1.9869207427740493e-4,0.013288993438435846,0.013288993438435847,1538,"tags=58%, list=32%, signal=40%",RPS26/SMU1/RBM7/LARP7/NUP98/PRPF8/KHDRBS1/RBM12/SNRPD2/DAZAP1/WDR77/SRSF3/SRSF7/SRSF1/SAP30BP/AHNAK/POLR2A/SNRPF/SAP18/CDK11B/FUS/C1QBP/PRMT5/RBM39/SRSF4/EFTUD2/ACIN1/SNRNP200/AHNAK2/SRSF10/RBM25/TIA1/TIAL1/RBM4/TRA2B/RBM14/SRSF9/CCAR2/HNRNPK/HSPA1A/DDX17/DDX5/SRSF6/PQBP1/RBM15/SRSF5/PIK3R1/RBM8A/HNRNPF/HNRNPH1/HNRNPH2/HNRNPA1/PUF60/ESRP1/ESRP2/HNRNPL/HNRNPH3/SNW1/SRPK2/FMR1/RBMX,0.5188480777437918
LC_vs_FC,GO:0035725,sodium ion transmembrane transport,24,-0.5730598077373295,-1.5658373029465085,0.013652644311176442,0.11759891349854254,0.11759891349854254,1028,"tags=46%, list=21%, signal=36%",SLC12A2/CAMK2D/ACTN4/ATP1A2/ATP4A/ATP1B1/NEDD4L/WNK1/ATP1A1/UTRN/STK39,0.3807304007227924
LC_vs_FC,GO:0031099,regeneration,48,-0.5123247369198686,-1.5606851963140864,0.00561760361470889,0.06867973451531192,0.06867973451531192,604,"tags=31%, list=13%, signal=28%",RPS15/HDGFL2/CD9/MMP2/APOD/ADAM15/STK24/MAP1B/LCP1/SRSF5/CPT1A/PCNA/PPP3CA/EPPK1/APOA4,0.40701791892395395
LC_vs_FC,GO:0006403,RNA localization,123,-0.4739615349760917,-1.5588321786048611,1.6240894242616923e-4,0.012705669950819358,0.01270566995081936,1540,"tags=54%, list=32%, signal=38%",SARNP/BICD2/CCT3/THOC7/AGFG1/THOC6/NUP98/RANBP2/TCP1/KHDRBS1/RUVBL2/ERH/PNPT1/EIF4E/NUP93/SRSF3/SRSF7/G3BP2/PHAX/CKAP5/NUP160/DDX19A/NUP54/DDX39A/DDX39B/SRSF1/AHCTF1/LRPPRC/CCT8/NOL6/NUP133/NXF1/FUBP3/NUP35/XPO1/MAGOHB/HNRNPA2B1/MX2/CCT4/DHX9/ATM/STAU1/SSB/CCT2/KPNB1/NUP155/KHSRP/MVP/TPR/NUP88/NSUN2/ALYREF/NUP153/CPSF6/CHTOP/WNK1/YBX1/RBM8A/POLDIP3/HNRNPA1/FXR1/FXR2/CCT5/CCT6A/EIF4A3/NUP214/FMR1,0.5188480777437918
LC_vs_FC,GO:0007098,centrosome cycle,34,-0.5447964529541633,-1.5558214409958073,0.004276414772839033,0.058581730080939524,0.058581730080939524,1633,"tags=65%, list=34%, signal=43%",CHMP5/DNM2/NAT10/PPP1R12A/PCM1/CUL1/CKAP5/CTNNB1/CDK11B/NSFL1C/DCTN1/GOLGA2/SKP1/TUBA1A/PDCD6IP/RBM14/ROCK2/NPM1/ARL2/SLC16A1/CDK2/CDK1,0.40701791892395395
LC_vs_FC,GO:1902904,negative regulation of supramolecular fiber organization,77,-0.488220891395686,-1.555113792652202,0.001312253169138743,0.029255526535504915,0.029255526535504915,1477,"tags=53%, list=31%, signal=37%",FLII/WASF2/PRKCD/TRIOBP/RDX/FKBP4/HSPG2/ADD2/CLU/MYADM/PFDN2/CAPZB/TUBB4A/CAPZA1/SVIL/TWF2/SPTB/SPTBN2/CLASP2/ARHGEF2/TBCD/CORO1A/TACSTD2/TMOD3/LIMA1/ARHGEF7/TJP1/PAK2/HIP1R/HSPA8/MAPRE1/CRYAB/MAP1B/CDH5/PIK3R1/SPTAN1/VBP1/KANK2/ADD3/ADD1/SPTBN1,0.45505986738722953
LC_vs_FC,GO:0006814,sodium ion transport,33,-0.5499097460711848,-1.5541875781483114,0.007447097142051283,0.0810821371456481,0.0810821371456481,595,"tags=36%, list=12%, signal=32%",ACTN4/YWHAH/ATP1A2/ATP4A/ATP1B1/NEDD4L/NEDD4/WNK1/OXSR1/ATP1A1/UTRN/STK39,0.40701791892395395
LC_vs_FC,GO:0060538,skeletal muscle organ development,31,-0.5376751316378348,-1.5467079850082874,0.01072413486239233,0.10580980664128706,0.10580980664128706,1857,"tags=74%, list=39%, signal=46%",CFL2/MYL3/MYLK2/COL6A1/TGFB1/NACA/CAV1/EEF2/CAV2/CTNNB1/SVIL/ACTA1/ASS1/MYH14/DDX17/DDX5/PLEC/MYL6B/MYL6/DES/PPP3CA/PPP3CB/FXR1,0.3807304007227924
LC_vs_FC,GO:0043588,skin development,105,-0.47080791197762467,-1.5457654443301958,2.906296475756541e-4,0.015356835950652565,0.015356835950652563,1109,"tags=41%, list=23%, signal=32%",MYD88/PKP3/KRT77/PRKCH/CTNNB1/PPL/ROCK1/HDAC1/GBA1/KRT78/KRT4/EVPL/KRT79/FBN1/ITGA6/KRT3/KRT7/PKP1/KRT75/KRT6B/ST14/ROCK2/SRSF6/NSUN2/DSC1/KRT14/KRT17/HDAC2/DSP/KRT6C/KRT5/KRT6A/PLEC/AKR1C3/PPP3CA/COL1A1/KRT71/KRT74/KRT72/KRT73/ITGB4/KRT16/NUMA1,0.49849310876659025
LC_vs_FC,GO:0030048,actin filament-based movement,51,-0.5108105174525346,-1.5453654076111853,0.0036590582186838655,0.052662648033462725,0.05266264803346272,976,"tags=39%, list=20%, signal=32%",MYO1G/DSG2/CAMK2D/TPM1/ACTA2/ACTN4/FLNA/ATP1A2/SHTN1/SUN2/BIN1/NEDD4L/JUP/DSP/MYL6B/MYL6/CACNA2D1/SYNE2/PARVA/ATP1A1,0.4317076958033464
LC_vs_FC,GO:0006260,DNA replication,93,-0.4768375812178782,-1.54287880704938,7.281752685910048e-4,0.02223826335535818,0.02223826335535818,1186,"tags=43%, list=25%, signal=33%",PURA/DUT/CUL2/RBMS1/RECQL/PDS5A/RFC2/UBE2V2/MSH2/PNKP/NUCKS1/ACTL6A/GRWD1/FAF1/RPA1/DHX9/MCMBP/WDR33/SMARCA5/SAMHD1/CUL4A/RPA2/NBN/RBBP4/SUPT16H/RFC3/EGFR/CUL4B/UCHL5/MCM5/PCNA/NOC3L/CDK2/CDK1/MCM3/RRM1/MCM4/MCM6/POLD1/MCM2,0.47727081536286214
LC_vs_FC,GO:0048024,"regulation of mRNA splicing, via spliceosome",75,-0.48473641434990933,-1.5419301820220948,0.001266098986848168,0.02879109096092734,0.028791090960927343,1525,"tags=60%, list=32%, signal=42%",SMU1/RBM7/LARP7/NUP98/PRPF8/KHDRBS1/SNRPD2/DAZAP1/WDR77/SRSF3/SRSF7/SRSF1/SAP30BP/SNRPF/SAP18/CDK11B/C1QBP/PRMT5/RBM39/SRSF4/EFTUD2/ACIN1/SNRNP200/SRSF10/RBM25/TIA1/TIAL1/RBM4/TRA2B/RBM14/SRSF9/HNRNPK/DDX17/DDX5/SRSF6/RBM15/SRSF5/RBM8A/HNRNPA1/PUF60/HNRNPL/SNW1/SRPK2/FMR1/RBMX,0.45505986738722953
LC_vs_FC,GO:0000724,double-strand break repair via homologous recombination,47,-0.512001110410837,-1.5388043282946475,0.004602703687434739,0.05906955029189086,0.05906955029189086,1144,"tags=51%, list=24%, signal=39%",CSNK2A1/PPP4C/RECQL/PDS5B/FUS/C1QBP/NUCKS1/ACTL6A/RPA1/WDR48/ATM/SAMHD1/HDGFL2/RPA2/NBN/SFPQ/MCM5/PSMD14/HTATSF1/INTS3/MCM3/MCM4/MCM6/MCM2,0.40701791892395395
LC_vs_FC,GO:0000725,recombinational repair,49,-0.5019872266928962,-1.5295936712374805,0.004733756740545667,0.059145949604400255,0.059145949604400255,1528,"tags=61%, list=32%, signal=42%",CHD4/ACTB/XRCC5/MCM7/RUVBL2/PRMT1/CSNK2A1/PPP4C/RECQL/PDS5B/FUS/C1QBP/NUCKS1/ACTL6A/RPA1/WDR48/ATM/SAMHD1/HDGFL2/RPA2/NBN/SFPQ/MCM5/PSMD14/HTATSF1/INTS3/MCM3/MCM4/MCM6/MCM2,0.40701791892395395
