ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:0019217,regulation of fatty acid metabolic process,24,0.6869705498682426,1.813516975509082,8.340738906612224e-5,0.0017389653758125485,0.0017389653758125487,312,"tags=33%, list=7%, signal=31%",NME1/CD74/PLAA/EIF6/CPT1A/FABP5/UBR4/NME2,0.5384340963099162
GO:0007601,visual perception,27,-0.38958985986401884,-1.8079463313557729,0.0017389275542067496,0.01746831770362235,0.01746831770362235,332,"tags=30%, list=8%, signal=27%",TGFBI/RDH11/EFEMP1/KRT12/TACSTD2/LUM/COL1A1/COL2A1,0.45505986738722953
GO:0050953,sensory perception of light stimulus,27,-0.38958985986401884,-1.8079463313557729,0.0017389275542067496,0.01746831770362235,0.01746831770362235,332,"tags=30%, list=8%, signal=27%",TGFBI/RDH11/EFEMP1/KRT12/TACSTD2/LUM/COL1A1/COL2A1,0.45505986738722953
GO:0002695,negative regulation of leukocyte activation,48,0.6317962197864277,1.8008744199363136,1.7812468894198515e-6,9.053700530743908e-5,9.053700530743908e-5,941,"tags=56%, list=22%, signal=44%",PTPRC/LGALS9/PTPN6/HLA-DRB1/MNDA/PSMA4/CSK/HMGB1/PSMB8/HLA-E/HLA-G/GRN/PSMA2/PSMA3/LYN/SRC/PSMB2/PRKAR1A/FN1/PSMB1/FGR/PSMA7/STAT5A/PSMB9/PSMB4/PSMB10/PSMA1,0.6435518361507222
GO:0034341,response to type II interferon,48,0.6251003374648472,1.7817884507358102,3.0686894099902115e-6,1.30419299924584e-4,1.30419299924584e-4,964,"tags=62%, list=23%, signal=49%",GBP1/GBP2/STAT1/LGALS9/PSMA4/TRIM21/PSMB8/CD74/IFITM3/RPL13A/PSMA2/CD47/CASP1/PSMA3/HCK/PSMB2/SYNCRIP/EPRS1/CDC37/PSMB1/PSMA7/BST2/PSMB9/PSMB4/RAF1/PSMB10/SEC61A1/SP100/PSMA1/CALM1,0.6272567397185284
GO:0042116,macrophage activation,23,0.6778655775092807,1.7532075268437253,1.3524266993666717e-4,0.002410373391613181,0.002410373391613181,1100,"tags=65%, list=26%, signal=49%",PTPRC/ITGB2/ITGAM/HMGB1/CD74/GRN/MYO18A/CLU/DYSF/STK39/KARS1/PLCG2/C1QA/THBS1/PLA2G4A,0.5188480777437918
GO:0002709,regulation of T cell mediated immunity,30,0.6397295350666173,1.7356132650657576,1.9018249320650705e-4,0.00323310238451062,0.00323310238451062,758,"tags=47%, list=18%, signal=39%",PTPRC/HLA-A/HLA-C/HLA-DRB1/HMGB1/CYRIB/HLA-B/HLA-E/HLA-G/STX7/NCKAP1L/HLA-DRB3/YWHAG/HLA-DRA,0.5188480777437918
GO:1903039,positive regulation of leukocyte cell-cell adhesion,73,0.5961125302277794,1.7332626262108521,3.612913990402754e-7,2.8028290011172168e-5,2.8028290011172168e-5,653,"tags=41%, list=15%, signal=35%",PTPRC/ITGB2/HLA-A/LGALS9/PTPN6/HLA-DPB1/HLA-DRB1/CSK/HMGB1/CYRIB/SMARCC2/HLA-E/HLA-G/AP3B1/CD47/SMARCD2/HSPH1/SART1/HLA-DRB5/TFRC/RELA/LYN/SRC/YES1/CD44/SMARCE1/NCKAP1L/LCK/HLA-DRB3/YWHAG,0.674962860011025
GO:0001906,cell killing,74,0.5942501477307285,1.7328615502374787,9.310740135188349e-8,1.1431519832647916e-5,1.1431519832647918e-5,594,"tags=36%, list=14%, signal=32%",CORO1A/GBP1/PTPRC/GBP2/HLA-A/HLA-C/LGALS9/HLA-DRB1/DEFA1/DEFA3/DEFA1B/ITGAM/SERPINB9/CYRIB/HLA-B/HLA-E/HLA-G/ICAM1/H2BC12/CTSC/GRB2/KRT6A/CLU/STX7/RPS19/RAB27A/NCKAP1L,0.7049757151672383
GO:1903038,negative regulation of leukocyte cell-cell adhesion,41,0.617038609668155,1.727742596434913,2.8030086824259256e-5,8.016296791409707e-4,8.016296791409706e-4,1028,"tags=54%, list=24%, signal=41%",LGALS9/HLA-DRB1/PSMA4/CSK/HMGB1/PSMB8/HLA-E/HLA-G/PSMA2/PSMA3/WNK1/PSMB2/PRKAR1A/PSMB1/PSMA7/STAT5A/PSMB9/PSMB4/PSMB10/PSMA1/MIA3/CEBPB,0.5756102610711286
